loan_sequence_number,current_delinquency_status,current_int_rate,actual_loss,credit_score,first_time_homebuyer_flag,original_upb,original_cltv,original_dti_ratio,original_int_rate,property_state,predicted_loss
F09Q20575513,0,5.375,0.0,806,N,160000,90,21,5.375,IN,-8895.399075985108
F09Q20216557,0,4.875,0.0,588,N,147000,94,999,4.875,PA,-6205.313177152049
F09Q40432278,0,4.5,0.0,793,N,116000,63,33,4.5,KS,-1712.933248728281
F09Q30251199,0,4.875,0.0,736,N,259000,96,999,4.875,NJ,-4544.873169384325
F09Q10497841,RA,4.75,-57412.87,680,N,155000,75,32,4.75,SC,-54115.03289799604
F09Q20183299,0,5.125,0.0,779,N,124000,69,18,5.125,AZ,-5437.641727464503
F09Q40293606,0,4.75,0.0,711,N,190000,95,42,4.75,MO,-2451.162431203298
F09Q30186346,0,5.0,0.0,811,N,100000,52,22,5.0,UT,-3110.362900212561
F09Q30220618,0,4.75,0.0,786,N,417000,87,29,4.75,MD,-4105.443656269198
F09Q30187618,0,5.5,0.0,729,N,92000,80,46,5.5,FL,-2391.82680972798
F09Q20455276,0,4.875,0.0,736,N,98000,76,999,4.875,OH,-4960.946575115344
F09Q20513346,0,5.5,0.0,783,N,78000,56,999,5.5,IL,-8364.9194420482
F09Q20476304,0,4.25,0.0,730,N,100000,73,40,4.25,TN,-3372.8713489226243
F09Q40291928,0,5.25,0.0,783,N,75000,65,48,5.25,FL,-4583.204576391994
F09Q30020698,0,5.75,0.0,778,N,202000,80,29,5.75,TN,-5240.083843230377
F09Q30230392,0,5.25,0.0,772,N,265000,80,27,5.25,LA,-2607.1880168861967
F09Q40442421,0,5.0,0.0,759,N,168000,80,29,5.0,MT,-1606.2268812005652
F09Q20274169,0,4.75,0.0,693,N,141000,104,999,4.75,OK,-7066.284254348043
F09Q20177081,0,4.75,0.0,793,N,126000,78,23,4.75,NY,-7460.2830780142
F09Q20012897,0,4.75,0.0,751,N,92000,80,29,4.75,IN,-4654.303669793333
F09Q30010712,0,5.25,0.0,716,N,100000,68,51,5.25,TX,-6036.666397411883
F09Q20502375,0,4.75,0.0,710,N,417000,77,10,4.75,NC,-8363.053486320036
F09Q20484964,0,4.875,0.0,738,N,214000,80,15,4.875,MO,-2924.267631345091
F09Q20714540,0,4.375,0.0,780,N,166000,76,51,4.375,CO,-7487.9079553657775
F09Q30014369,0,4.5,0.0,787,N,408000,74,41,4.5,SC,-2188.5664348717414
F09Q40156850,0,5.0,0.0,747,N,153000,42,44,5.0,MN,-5349.8331573349005
F09Q20112861,0,4.375,0.0,809,N,143000,46,29,4.375,PA,-6547.434813814172
F09Q20191433,0,4.875,0.0,742,N,175000,42,21,4.875,CA,-6884.989710191815
F09Q40361372,0,4.375,0.0,784,N,216000,80,18,4.375,WA,-9566.594248750362
F09Q40270998,0,4.0,0.0,750,N,406000,74,44,4.875,CA,-8374.049699204292
F09Q30397226,0,4.75,0.0,747,N,67000,78,45,4.75,OK,-9250.82922388907
F09Q40156403,0,4.99,0.0,759,N,89000,84,40,4.99,OH,-9899.524914272277
F09Q20222829,0,4.375,0.0,810,N,240000,63,25,4.375,IN,-8110.415334630351
F09Q40189987,0,5.25,0.0,771,N,180000,63,21,5.25,CA,-3879.604933198979
F09Q40375653,0,4.75,0.0,725,N,96000,70,44,4.75,TX,-6775.887719041734
F09Q20478897,0,4.625,0.0,799,N,66000,35,999,4.625,WI,-8119.214817584861
F09Q20447185,0,4.875,0.0,741,N,275000,80,15,4.875,OK,-2232.6274215071417
F09Q30246156,0,5.375,0.0,783,N,135000,41,20,5.375,NJ,-4945.836299203139
F09Q20077641,0,4.875,0.0,760,N,311000,80,33,4.875,NH,-5715.796339154033
F09Q20307734,0,5.75,0.0,800,N,244000,47,12,5.75,PA,-6430.051767064646
F09Q40080725,0,5.375,0.0,726,N,134000,80,37,5.375,IL,-9201.983579423855
F09Q20295044,0,4.75,0.0,772,N,370000,70,26,4.75,MD,-6232.77337828798
F09Q30318875,0,4.5,0.0,808,N,145000,52,11,4.5,CO,-4068.965683045893
F09Q20329337,0,4.875,0.0,752,N,194000,82,41,4.875,WA,-6121.358925420171
F09Q30321509,4,5.25,0.0,707,N,234000,73,54,5.25,MA,-9307.744779837374
F09Q20181092,0,4.875,0.0,761,N,225000,75,28,4.875,WI,-7096.313437210982
F09Q20351692,0,4.875,0.0,760,N,195000,70,25,4.875,TX,-3570.238156350749
F09Q40329561,0,4.875,0.0,809,N,185000,66,35,4.875,AZ,-3744.297428485209
F09Q30418876,0,6.0,0.0,784,N,70000,80,30,6.0,NC,-1792.9376239212852
F09Q40243981,15,5.25,-59207.38,642,Y,143000,75,47,5.25,NJ,-63016.34077530186
F09Q30129998,0,4.75,0.0,746,N,91000,43,20,4.75,PA,-7591.291359203154
F09Q30380821,0,5.25,0.0,764,N,51000,40,31,5.25,KS,-4943.063260468726
F09Q20327913,0,4.875,0.0,809,N,378000,66,22,4.875,RI,-7879.571821623679
F09Q30430333,0,6.0,0.0,812,N,97000,45,32,6.0,IL,-3672.497870481202
F09Q30090435,0,4.75,0.0,784,N,345000,74,49,4.75,MD,-5604.517853508584
F09Q30392463,0,4.625,0.0,749,N,195000,49,42,4.625,OR,-1775.3343831974737
F09Q30265392,0,5.25,0.0,747,N,199000,80,53,5.25,PA,-2198.796651243527
F09Q30373995,0,5.5,0.0,734,N,140000,62,52,5.5,NM,-8315.010962496735
F09Q40304338,0,5.25,0.0,733,N,188000,80,24,5.25,WA,-3003.333249597041
F09Q20411583,0,4.5,0.0,747,N,257000,27,19,4.5,GA,-2387.852341172852
F09Q40400986,0,5.375,0.0,714,N,153000,66,48,5.375,IL,-7580.655939432737
F09Q20170127,0,4.75,0.0,797,N,175000,83,38,4.75,WA,-1793.2349645305844
F09Q20479229,0,4.75,0.0,807,N,273000,66,30,4.75,NJ,-7664.354652876682
F09Q30086564,0,4.75,0.0,765,N,542000,80,27,4.75,CA,-5937.259089358286
F09Q20096060,0,4.5,0.0,733,N,89000,85,999,4.5,OH,-4015.0580872045225
F09Q30235764,0,5.75,0.0,711,N,227000,91,999,5.75,OR,-2126.022440940573
F09Q30389842,0,5.375,0.0,774,N,130000,70,16,5.375,IL,-4507.397726798332
F09Q40109565,0,4.875,0.0,739,N,150000,80,32,4.875,VA,-1655.8247065001704
F09Q20691516,0,4.875,0.0,775,N,70000,24,28,4.875,MA,-1805.56853925256
F09Q40277956,0,4.75,0.0,758,N,417000,33,36,4.75,TX,-1952.802317597381
F09Q20202488,0,4.75,0.0,753,N,119000,80,41,4.75,UT,-8116.698618918899
F09Q20303627,0,4.875,0.0,806,N,127000,78,14,4.875,VA,-2331.835102966986
F09Q20471196,0,5.75,0.0,785,N,140000,80,53,5.75,IL,-8607.94444054841
F09Q40398474,0,4.875,0.0,722,Y,91000,65,49,4.875,TX,-4673.476757135983
F09Q40411868,0,4.75,0.0,708,N,79000,45,41,4.75,NC,-8176.864486809376
F09Q20645166,0,4.875,0.0,693,N,188000,79,27,4.875,MA,-9852.445524545028
F09Q20001902,0,5.0,0.0,722,N,61000,80,38,5.0,KY,-3548.8313559973853
F09Q20368225,0,4.875,0.0,739,N,417000,80,55,4.875,MN,-4379.921951031485
F09Q20071803,0,5.0,0.0,731,N,240000,80,30,5.0,IL,-4915.683900585433
F09Q30318616,0,4.875,0.0,804,N,100000,19,53,4.875,CA,-3733.1521361145337
F09Q20435840,0,4.375,0.0,808,N,255000,80,16,4.375,CO,-2575.4876681791766
F09Q40047125,0,5.625,0.0,659,N,306000,40,15,5.625,NY,-1241.4581156275772
F09Q40443454,0,5.875,0.0,638,N,41000,39,21,5.875,TX,-7625.614738284624
F09Q30243576,0,4.875,0.0,720,Y,140000,90,41,4.875,MN,-6201.034312864938
F09Q20540666,0,4.75,0.0,793,N,173000,40,23,4.75,NY,-9693.784319682052
F09Q30173958,0,5.375,0.0,763,N,105000,66,43,5.375,IL,-9656.203213317283
F09Q20343373,0,4.875,0.0,798,N,321000,79,29,4.875,CA,-6222.172657215721
F09Q20697353,0,4.75,0.0,805,N,126000,49,43,4.75,ME,-6466.374749336756
F09Q20418719,0,4.875,0.0,775,N,85000,31,23,4.875,OR,-7592.170233235948
F09Q20573462,0,4.5,0.0,807,N,300000,53,52,4.5,CA,-7746.040581861233
F09Q30208149,0,4.75,0.0,790,N,205000,54,8,4.75,CO,-1429.8411015860418
F09Q20104254,0,4.5,0.0,756,N,147000,31,27,4.5,MN,-4406.433527081219
F09Q20144096,0,4.75,0.0,778,N,304000,90,41,4.75,UT,-9651.904622762751
F09Q20238877,0,4.625,0.0,813,N,173000,24,13,4.625,VA,-4548.615027469033
F09Q20173209,0,4.375,0.0,717,N,183000,77,47,4.375,WA,-1285.07755084559
F09Q40427727,0,4.0,0.0,712,N,88000,75,41,5.42,FL,-1215.5679822326365
F09Q40286892,0,4.375,0.0,761,N,125000,64,35,4.375,WI,-4039.156772106725
F09Q20069944,0,4.875,0.0,793,N,119000,77,31,4.875,IL,-9217.858941983905
F09Q30072102,0,4.5,0.0,758,N,188000,51,45,4.5,PA,-7431.868401594814
F09Q30168134,0,5.25,0.0,766,N,223000,112,999,5.25,MD,-4441.898772140817
F09Q20717754,0,5.625,0.0,804,N,143000,67,28,5.625,MI,-5522.845178041335
F09Q30203092,0,5.25,0.0,731,N,332000,81,999,5.25,VA,-8011.211902473959
F09Q40322300,0,4.875,0.0,742,N,129000,86,999,4.875,NE,-4578.687103548432
F09Q30069811,0,4.875,0.0,746,N,202000,64,44,4.875,UT,-4302.006808933734
F09Q30189860,48,5.875,-33655.47,713,N,125000,74,45,5.875,NV,-31396.06185308061
F09Q20157366,0,4.875,0.0,790,N,147000,62,34,4.875,TX,-2598.327845307352
F09Q20664705,0,5.375,0.0,735,N,168000,44,11,5.375,ID,-2060.4672127547283
F09Q20282834,0,5.75,0.0,687,N,93000,75,37,5.75,TX,-2220.5416638836136
F09Q40328261,0,5.125,0.0,688,N,282000,74,29,5.125,MA,-9036.21326499391
F09Q40346115,0,5.5,0.0,787,N,158000,27,999,5.5,NY,-8956.608677397693
F09Q30079974,0,5.5,0.0,700,N,397000,97,999,5.5,CA,-6174.825827374046
F09Q30321342,0,5.625,0.0,724,N,200000,55,34,5.625,NY,-5275.656227100547
F09Q20413935,0,4.375,0.0,777,N,393000,63,23,4.375,OK,-5701.117412641222
F09Q20717631,0,5.875,0.0,808,N,66000,39,13,5.875,ID,-8519.669791807919
F09Q30298779,1,5.5,0.0,759,N,109000,95,37,5.5,OH,-6943.283272197056
F09Q30091345,0,4.875,0.0,669,N,173000,90,999,4.875,PA,-3009.6156645922583
F09Q30338808,0,6.625,0.0,724,N,72000,80,32,6.625,AZ,-6268.947179028522
F09Q20677064,0,4.75,0.0,774,N,308000,77,999,4.75,CA,-8054.546122988375
F09Q30255942,0,4.75,0.0,754,N,263000,80,20,4.75,KS,-3361.188362083605
F09Q40384140,0,5.0,0.0,790,N,145000,98,999,5.0,AZ,-5037.300832121821
F09Q40266844,0,5.375,0.0,673,N,208000,102,999,5.375,IL,-8198.048762700755
F09Q20068487,0,7.0,0.0,626,Y,197000,80,17,7.0,CA,-7421.949393352404
F09Q30237779,0,4.75,0.0,751,N,243000,93,999,4.75,OR,-7401.19571265135
F09Q30228869,0,5.25,0.0,808,N,364000,73,31,5.25,GA,-6388.160656421291
F09Q40259112,0,5.125,0.0,786,N,149000,80,30,5.125,NC,-7381.492490802163
F09Q20607958,0,4.25,0.0,743,N,131000,79,25,4.25,WI,-7831.433351550494
F09Q40050638,0,5.25,0.0,795,N,94000,80,53,5.25,KY,-2677.475614930862
F09Q40346286,0,5.375,0.0,785,N,354000,99,999,5.375,WA,-3559.6851456152967
F09Q30030701,0,4.875,0.0,768,N,183000,74,45,4.875,NY,-2669.6204995948983
F09Q30253850,0,6.0,0.0,765,N,72000,80,34,6.0,IL,-6014.71171958159
F09Q20242264,0,4.5,0.0,799,N,184000,91,29,4.5,NY,-8730.101056639585
F09Q40405167,0,4.75,0.0,780,N,115000,63,25,4.75,TX,-6261.027470983381
F09Q30300713,0,5.875,0.0,817,N,55000,23,31,5.875,MD,-7993.702250743272
F09Q20539355,0,4.75,0.0,797,N,230000,94,31,4.75,FL,-5814.80708474445
F09Q30265422,0,5.5,0.0,796,N,157000,39,19,5.5,CA,-5633.370273260121
F09Q40034344,0,5.25,0.0,665,N,104000,60,12,5.25,FL,-2233.323336993629
F09Q20701346,0,4.875,0.0,730,N,241000,90,36,4.875,PA,-6976.916713526771
F09Q20539038,0,4.875,0.0,798,N,384000,126,999,4.875,MN,-3899.9532960652314
F09Q20666009,0,5.625,0.0,701,N,87000,80,36,5.625,PA,-2320.863418997861
F09Q40249037,0,4.875,0.0,784,Y,81000,90,19,4.875,TN,-5672.721707206715
F09Q40224332,0,4.875,0.0,711,Y,400000,78,42,4.875,CA,-3805.2827660023713
F09Q30413378,0,5.125,0.0,783,N,136000,72,52,5.125,NY,-9083.02753535548
F09Q40410854,0,4.75,0.0,767,N,206000,75,26,4.75,AL,-8517.077094784097
F09Q30161649,0,4.875,0.0,744,N,145000,61,29,4.875,MA,-7918.00864530961
F09Q10281286,0,4.75,0.0,777,N,132000,80,62,4.75,NC,-7017.124062284559
F09Q20376852,0,4.5,0.0,774,N,100000,68,16,4.5,IN,-2774.336727907988
F09Q40194229,0,5.25,0.0,782,N,599000,60,16,5.25,NJ,-5026.458933899295
F09Q40111829,0,5.0,0.0,790,N,144000,56,44,5.0,TN,-9106.833279336375
F09Q30212724,0,5.0,0.0,776,N,162000,80,29,5.0,PA,-4658.85805373044
F09Q20105586,0,4.5,0.0,755,N,164000,76,36,4.5,MD,-4933.504802679408
F09Q40275233,0,4.875,0.0,717,Y,131000,75,18,4.875,FL,-5248.980712565626
F09Q30226993,0,5.375,0.0,803,N,172000,80,38,5.375,PA,-9239.257649264368
F09Q20307725,0,5.625,0.0,743,N,116000,83,22,5.625,AL,-5774.706468984507
F09Q20365764,0,4.75,0.0,782,N,353000,33,29,4.75,DC,-5013.240375709398
F09Q30070938,0,5.2,0.0,728,N,300000,67,56,5.2,IL,-6077.521511917632
F09Q40399685,RA,5.625,-74828.8,705,N,172000,118,999,5.625,WA,-70259.94449058382
F09Q10607656,0,5.375,0.0,686,N,198000,80,23,5.375,AR,-4873.023248542122
F09Q20615634,0,4.875,0.0,783,N,473000,69,26,4.875,FL,-6432.575501120065
F09Q40059321,8,5.125,-55932.74,799,N,300000,75,44,5.125,CO,-60109.89286836895
F09Q30172844,0,5.375,0.0,739,N,293000,69,43,5.375,MA,-6089.506047207033
F09Q30051083,0,5.25,0.0,796,N,120000,32,27,5.25,NY,-6214.222585238741
F09Q30416663,0,4.99,0.0,714,N,187000,71,35,4.99,FL,-7452.769411820008
F09Q20442451,0,5.0,0.0,706,N,316000,70,999,5.0,NC,-4493.015616301495
F09Q40259420,0,4.875,0.0,793,N,358000,58,25,4.875,MD,-2247.7841674960323
F09Q40163342,0,5.625,0.0,768,N,148000,91,999,5.625,CA,-6947.510076300637
F09Q20207438,0,5.0,0.0,709,N,209000,90,31,5.0,VA,-8247.7917892058
F09Q40232974,0,4.875,0.0,776,N,104000,49,999,4.875,FL,-4526.603899311272
F09Q40020825,0,5.0,0.0,726,N,88000,80,42,5.0,IL,-7244.967903276119
F09Q20528864,0,4.25,0.0,743,N,223000,74,18,4.25,GA,-2873.734168514471
F09Q30258229,0,4.875,0.0,689,N,73000,71,50,4.875,TX,-5303.955966607433
F09Q30271001,0,4.75,0.0,813,N,88000,33,17,4.75,MS,-8825.090224783613
F09Q20412358,0,4.375,0.0,810,N,332000,61,25,4.375,IL,-2964.8581581689864
F09Q20118194,0,4.375,0.0,775,N,180000,80,28,4.375,PA,-7485.547101253723
F09Q40204381,0,4.875,0.0,710,N,365000,49,45,4.875,VA,-1546.1000518116025
F09Q30161370,0,4.875,0.0,807,N,134000,44,16,4.875,TX,-6397.547458152554
F09Q30233474,0,5.75,0.0,566,N,209000,75,999,5.75,OR,-9886.028219173088
F09Q20145373,0,4.625,0.0,799,N,156000,48,41,4.625,MN,-5687.499727543875
F09Q20121655,0,4.875,0.0,795,N,255000,89,22,4.875,PA,-5599.579259997884
F09Q30368557,0,4.99,0.0,788,N,134000,80,21,4.99,AR,-1296.0514945091816
F09Q40026203,0,5.25,0.0,752,N,230000,55,51,5.25,CA,-8910.589014788606
F09Q20561488,0,4.75,0.0,797,N,336000,73,24,4.75,CA,-7502.08716447529
F09Q20342820,0,4.875,0.0,798,Y,240000,80,33,4.875,CA,-7189.577711770201
F09Q30125695,0,4.625,0.0,821,N,116000,80,21,4.625,AL,-3875.0121455357935
F09Q40401143,0,4.625,0.0,727,N,330000,71,48,4.625,CO,-9665.266785507209
F09Q30156034,0,5.125,0.0,739,N,117000,55,27,5.125,TX,-2753.956161255247
F09Q20017680,0,4.25,0.0,797,Y,131000,80,44,4.25,ND,-2668.692200654736
F09Q40354916,0,5.0,0.0,767,N,208000,80,32,5.0,KY,-6862.27417489553
F09Q20694813,0,4.75,0.0,780,N,348000,82,52,4.75,IL,-9949.60554369834
F09Q40055875,0,4.75,0.0,712,N,173000,74,11,4.75,NC,-1668.384159960995
F09Q40165142,0,5.375,0.0,808,N,128000,80,20,5.375,FL,-9095.571541311692
F09Q40320289,0,4.875,0.0,790,N,159000,60,38,4.875,MO,-9560.703582610817
F09Q20162143,0,4.5,0.0,793,N,113000,54,999,4.5,FL,-9863.781951782625
F09Q40167755,0,5.375,0.0,735,N,340000,72,26,5.375,NJ,-6940.267475279442
F09Q40218538,0,5.0,0.0,675,N,200000,101,999,5.0,OR,-6667.342153760867
F09Q30380726,0,5.25,0.0,792,N,139000,61,999,5.25,MI,-7432.804732092878
F09Q20061588,0,4.5,0.0,714,N,236000,59,31,4.5,UT,-2731.4551157806663
F09Q10510398,0,5.25,0.0,724,N,169000,94,34,5.25,IL,-9747.159597833675
F09Q30110726,0,5.375,0.0,776,N,120000,52,30,5.375,AZ,-1266.3651354605354
F09Q20634768,0,4.75,0.0,752,N,154000,54,21,4.75,PA,-8655.214307161641
F09Q40087683,0,5.375,0.0,713,N,176000,23,49,5.375,NY,-5552.274233020748
F09Q20411739,0,5.0,0.0,730,N,216000,80,38,5.0,OR,-6565.14895530247
F09Q20527038,0,5.75,0.0,719,N,95000,80,44,5.75,MS,-4042.941194781479
F09Q30326542,0,4.75,0.0,788,N,77000,23,42,4.75,NV,-8635.791536496641
F09Q20197190,0,4.5,0.0,803,N,204000,33,35,4.5,FL,-6855.375977628932
F09Q40427399,3,6.25,-2430.26,686,N,351000,123,999,6.25,MA,-2242.5228103315267
F09Q40180162,0,5.0,0.0,726,N,94000,93,999,5.0,PA,-6550.374055696082
F09Q40260363,0,5.125,0.0,787,N,125000,89,38,5.125,TX,-8325.819356168618
F09Q30441304,0,5.625,0.0,691,N,187000,71,14,5.625,NV,-8868.21146475401
F09Q20392357,0,4.625,0.0,736,N,73000,45,24,4.625,NE,-9623.734910806768
F09Q30215041,0,6.5,0.0,763,N,72000,80,10,6.5,ID,-7293.312772638531
F09Q20302092,0,4.875,0.0,794,N,197000,67,36,4.875,CA,-6806.166105610287
F09Q30177014,0,5.375,0.0,700,N,260000,79,39,5.375,PA,-4979.458598507796
F09Q20531087,13,5.25,-14842.0,691,N,272000,80,37,5.25,TX,-15821.01400851696
F09Q20202179,0,4.875,0.0,643,N,256000,64,27,4.875,ME,-1873.0108252061352
F09Q20052444,0,4.75,0.0,778,N,303000,59,47,4.75,VA,-2340.294341049236
F09Q20421190,0,4.25,0.0,704,N,187000,51,21,4.25,UT,-4784.742134291404
F09Q20508714,0,4.75,0.0,761,N,75000,25,43,4.75,NY,-6667.697889638263
F09Q40159261,0,4.5,0.0,805,N,39000,55,28,4.5,OH,-1602.2024883666893
F09Q20310758,0,5.0,0.0,771,N,57000,86,34,5.0,NE,-8242.94377387022
F09Q40015697,0,4.875,0.0,806,Y,224000,80,21,4.875,NC,-3519.8590392714
F09Q30005457,0,5.375,0.0,623,N,63000,100,999,5.375,KY,-5992.140429364056
F09Q20553820,0,4.75,0.0,745,N,417000,62,33,4.75,CA,-3286.11452947387
F09Q30252398,0,4.625,0.0,770,N,600000,48,18,4.625,NJ,-9597.040081961452
F09Q30040943,0,4.625,0.0,789,N,225000,70,17,4.625,PA,-9072.39222882024
F09Q30351082,0,5.125,0.0,785,N,417000,65,38,5.125,CO,-2328.9611593276354
F09Q30189169,0,4.75,0.0,802,N,128000,80,16,4.75,SD,-7723.799648769965
F09Q20376654,0,4.625,0.0,816,N,82000,80,29,4.625,OR,-6007.12440448773
F09Q20502761,0,5.25,0.0,817,N,232000,80,16,5.25,FL,-4719.057065203768
F09Q20107080,0,4.625,0.0,722,N,495000,75,34,4.625,MD,-1533.188516080007
F09Q40273561,0,4.875,0.0,723,N,104000,75,37,4.875,NY,-7426.281224601556
F09Q40337209,0,5.125,0.0,792,N,265000,104,999,5.125,WI,-5083.187573449129
F09Q40384147,0,4.875,0.0,802,N,160000,46,34,4.875,CA,-1055.4686102316623
F09Q30021858,0,4.875,0.0,798,N,75000,85,999,4.875,OH,-6691.492399594034
F09Q20693984,0,4.75,0.0,778,N,202000,76,27,4.75,NC,-5526.808391400927
F09Q40001914,0,6.125,0.0,716,N,130000,69,26,6.125,MI,-7249.89913141139
F09Q20497943,0,4.54,0.0,789,N,278000,80,25,4.54,PA,-3724.3847504945575
F09Q20049124,0,4.375,0.0,745,N,125000,70,28,4.375,TX,-4640.428724552305
F09Q20587204,0,4.375,0.0,756,N,401000,55,41,4.375,WA,-1440.2215191860705
F09Q40066497,0,5.25,0.0,727,Y,104000,80,32,5.25,TX,-3771.257169876768
F09Q20646172,0,4.75,0.0,727,N,242000,69,31,4.75,TN,-2078.5066127942555
F09Q20488614,0,4.625,0.0,816,N,225000,73,44,4.625,MN,-1938.540658522726
F09Q40294612,0,4.75,0.0,763,N,117000,67,39,4.75,GA,-7909.28666667636
F09Q40182304,0,5.0,0.0,706,N,135000,37,21,5.0,MD,-2123.531239732848
F09Q30059926,0,4.5,0.0,798,N,117000,51,13,4.5,IN,-3325.5870006859755
F09Q30193680,0,5.0,0.0,747,N,75000,80,15,5.0,MO,-5777.7251753724
F09Q30255177,0,4.75,0.0,805,N,338000,55,25,4.75,MD,-9529.43600857758
F09Q20575168,0,4.875,0.0,714,N,229000,50,51,4.875,WA,-8280.65244850909
F09Q20443342,0,4.875,0.0,737,N,275000,89,999,4.875,AR,-2290.0344940147816
F09Q20046392,0,4.75,0.0,763,N,171000,66,14,4.75,SD,-1802.181283805792
F09Q30011406,0,4.875,0.0,786,N,185000,77,13,4.875,IN,-6845.679290319642
F09Q20171624,0,4.45,0.0,816,N,40000,39,15,4.45,IL,-8601.931275250274
F09Q20007940,0,4.875,0.0,744,N,186000,72,36,4.875,IL,-3974.42366450515
F09Q20204125,RA,4.875,-96504.18,747,N,100000,77,48,4.875,PA,-91012.90400934774
F09Q20368799,0,4.5,0.0,708,N,98000,80,34,4.5,VA,-1217.8607204711152
F09Q20067797,0,4.875,0.0,785,N,309000,72,29,4.875,CA,-6198.58484855094
F09Q20149724,0,4.625,0.0,805,N,342000,58,26,4.625,MN,-5672.831685601364
F09Q30442964,0,4.5,0.0,726,N,147000,59,36,4.5,TN,-2607.3352349040847
F09Q40285696,0,4.875,0.0,779,N,256000,79,40,4.875,NY,-6158.734143023159
F09Q20216549,0,4.75,0.0,783,N,136000,80,54,4.75,IN,-8171.294434735478
F09Q40251751,0,4.875,0.0,777,N,437000,68,30,4.875,CA,-2670.157549500422
F09Q40327645,0,5.125,0.0,760,N,339000,111,999,5.125,CA,-1305.237027136338
F09Q30429516,0,5.375,0.0,676,N,230000,51,999,5.375,CT,-6156.085844643989
F09Q30161016,0,4.875,0.0,788,N,255000,86,999,4.875,PA,-8738.861781025158
F09Q20507507,0,4.75,0.0,795,N,190000,75,19,4.75,CO,-1413.2205258266445
F09Q20678599,0,5.75,0.0,677,N,417000,58,42,5.75,PA,-6944.347960777429
F09Q30096301,0,5.25,0.0,735,N,176000,95,39,5.25,CA,-6107.5752243551215
F09Q40032419,0,4.75,0.0,787,N,152000,61,13,4.75,CO,-9104.076633849112
F09Q20624150,0,5.0,0.0,753,N,179000,75,48,5.0,SC,-3775.241634602282
F09Q40241653,0,5.0,0.0,775,N,112000,95,23,5.0,TX,-4342.652139518847
F09Q30423467,0,5.875,0.0,690,N,316000,80,44,5.875,NY,-4335.773848274062
F09Q20459078,0,4.5,0.0,800,N,62000,67,21,4.5,MI,-6642.035003873707
F09Q20438344,0,4.375,0.0,734,N,290000,34,20,4.375,CA,-6600.611589877875
F09Q40250559,RA,5.125,0.0,723,N,96000,68,999,5.125,MO,-4386.301887950449
F09Q20627580,0,4.75,0.0,812,N,280000,43,999,4.75,NJ,-2653.670740170394
F09Q40226680,0,4.25,0.0,796,N,138000,49,25,4.25,MN,-5213.577222206541
F09Q40272872,0,5.125,0.0,803,N,130000,57,25,5.125,MA,-6366.120654811154
F09Q30403754,0,5.0,0.0,727,N,109000,75,41,5.0,TX,-8303.866206098368
F09Q20630554,0,4.25,0.0,791,N,260000,80,37,4.25,NC,-8880.408289002764
F09Q30197277,0,4.875,0.0,678,N,235000,80,36,4.875,NH,-5422.117285628808
F09Q20283925,0,5.0,0.0,696,N,70000,40,34,5.0,TX,-4411.984418472284
F09Q20343717,0,4.875,0.0,761,N,565000,61,21,4.875,NJ,-5930.249558818116
F09Q30272891,0,5.0,0.0,763,N,417000,62,53,5.0,NJ,-4490.625937227226
F09Q40004929,0,5.125,0.0,802,Y,150000,56,40,5.125,NJ,-2082.539826760168
F09Q20096888,0,5.125,0.0,748,N,148000,80,20,5.125,OH,-5830.207480524789
F09Q30073023,0,4.375,0.0,801,N,132000,66,31,4.375,SC,-2716.922352809381
F09Q30153111,59,5.375,-88053.42,673,N,121000,91,999,5.375,IA,-89724.33876782388
F09Q20370148,0,6.0,0.0,755,Y,48000,80,44,6.0,NV,-6772.343082811392
F09Q30278311,0,6.5,0.0,671,N,66000,80,39,6.5,MS,-7643.764575487398
F09Q40142899,0,4.375,0.0,796,N,98000,29,32,4.375,VA,-3727.961805986392
F09Q40047558,0,5.375,0.0,766,Y,381000,80,35,5.375,CA,-5005.041125928435
F09Q20668464,0,4.625,0.0,778,N,169000,60,47,4.625,NY,-7016.486510565062
F09Q30170669,0,5.125,0.0,772,N,225000,84,32,5.125,IN,-7311.865096777205
F09Q30421165,0,5.375,0.0,744,N,320000,80,53,5.375,NY,-6358.856109806613
F09Q40280256,0,4.375,0.0,721,N,68000,81,23,4.375,AR,-6380.5191688643845
F09Q20359728,0,4.838,0.0,720,N,300000,37,44,4.838,NY,-4552.874326407835
F09Q20644117,0,4.625,0.0,745,N,91000,80,36,4.625,NC,-9086.33165058196
F09Q40205521,0,4.875,0.0,780,Y,417000,76,33,4.875,CA,-8287.667421333272
F09Q20652306,0,4.75,0.0,724,N,412000,35,34,4.75,NY,-3259.334881035088
F09Q20032698,0,5.375,0.0,796,N,110000,71,21,5.375,NY,-7758.108914265016
F09Q40106167,0,4.625,0.0,761,N,117000,68,35,4.625,AZ,-2098.3368651662427
F09Q20588769,0,4.75,0.0,762,N,240000,80,19,4.75,CO,-5611.21257735292
F09Q20241065,0,4.875,0.0,813,N,105000,36,13,4.875,NM,-6843.4120407514965
F09Q30158710,0,5.875,0.0,740,N,277000,124,999,5.875,CA,-4761.2755175853
F09Q40278180,0,4.875,0.0,794,N,275000,48,50,4.875,NJ,-2883.217549498381
F09Q20470177,0,5.0,0.0,782,N,82000,46,46,5.0,WI,-7371.02382668812
F09Q30423007,0,5.125,0.0,782,N,104000,80,22,5.125,PA,-7761.442329831654
